epoch,train_loss,val_loss
0,0,0.003004630912675873,0.0022543021477758884
0,1,0.002037156230389056,0.00168152528203791
0,2,0.0018481380531455498,0.00162885485769948
0,3,0.0017758108079796294,0.0016086036848719232
0,4,0.0017338531710171176,0.0015906929693301208
0,5,0.0017103331447760393,0.0015558626473648474
0,6,0.0016923647581043278,0.0015501435555052012
0,7,0.0016837001728293086,0.001541707715659868
0,8,0.0016744810038596973,0.0015343213162850589
0,9,0.0016683585965981732,0.0015334624476963654
0,10,0.0016623182538231568,0.001525101062725298
0,11,0.0016569599181159654,0.0015141799158300273
0,12,0.0016522853568728482,0.001511997339548543
0,13,0.0016500296293419194,0.001507640816271305
0,14,0.00164446954966172,0.0014975625672377646
0,15,0.0016382491320383722,0.0014862099487800151
0,16,0.0016353110738957374,0.0014792418369324878
0,17,0.0016303811533763617,0.001474377975682728
0,18,0.0016250850076412226,0.0014637044223491102
0,19,0.0016196482699944988,0.0014556540991179645
0,20,0.0016117547963770081,0.0014491419788100757
0,21,0.0016044017257072127,0.0014427458954742178
0,22,0.0015964355242632136,0.001431958684406709
0,23,0.0015910655681902616,0.0014296129447757266
0,24,0.001583368515190608,0.0014246014397940598
