epoch,train_loss,val_loss
0,0,0.00530681154515304,0.0026649952196748927
0,1,0.002494971973930377,0.002055734679743182
0,2,0.002273554726981546,0.001968324308109004
0,3,0.0022084984025772807,0.0019428873056313023
0,4,0.002177876584358852,0.0019159313014824875
0,5,0.002159258594899741,0.0019134673711960204
0,6,0.0021500108270700296,0.001896988760563545
0,7,0.0021413318629908773,0.0018842933932319283
0,8,0.002133146397823879,0.001872485016065184
0,9,0.002125886272693464,0.0018655013263924047
0,10,0.0021177137538173855,0.0018494705800549127
0,11,0.0021083588551657345,0.0018333645130041987
0,12,0.002094645635224879,0.001811749600165058
0,13,0.0020740646422937417,0.0017927643930306658
