0,1,labels,names
5.6260014,-2.4015505,train,crop_00025_CHOZN_1B6_002_XY079_DIC.tif
-2.518658,-1.9084444,train,crop_00020_PHX26_1D1_001_XY068_DIC.tif
-2.6229937,-1.9013917,train,crop_00036_PHX26_1D4_001_XY085_DIC.tif
-3.003291,-2.2898302,train,crop_00024_CHOZN_1B7_001_XY024_DIC.tif
-1.1011641,0.0658495,train,crop_00054_CHOZN_1B6_001_XY018_DIC.tif
1.9184657,2.7551382,train,crop_00057_PHX26_1D4_001_XY046_DIC.tif
-3.0622203,-0.10079988,train,crop_00001_CHOZN_1B5_001_XY010_DIC.tif
5.250496,-2.209073,train,crop_00019_PHX26_1D2_001_XY068_DIC.tif
-2.8106291,-0.056378655,train,crop_00043_CHOZN_1B5_001_XY099_DIC.tif
-2.0660357,0.872919,train,crop_00037_CHOZN_1B7_001_XY068_DIC.tif
1.1556411,1.7699155,train,crop_00013_CHOZN_1B6_001_XY100_DIC.tif
1.4465597,1.506509,train,crop_00061_PHX26_1D2_001_XY066_DIC.tif
-3.4579244,4.1589184,train,crop_00017_CHOZN_1B5_001_XY067_DIC.tif
7.3973317,-2.4541795,train,crop_00036_PHX26_1D4_001_XY011_DIC.tif
-3.634996,-0.402409,train,crop_00017_PHX26_1D1_001_XY004_DIC.tif
1.8940917,-6.078105,train,crop_00016_CHOZN_1B5_001_XY054_DIC.tif
2.858151,-0.4466686,train,crop_00044_CHOZN_1B7_001_XY027_DIC.tif
1.7770101,-1.2543458,train,crop_00039_PHX26_1D4_001_XY077_DIC.tif
-1.01427,-1.2418256,train,crop_00026_PHX26_1D3_001_XY066_DIC.tif
-3.3734262,-0.77250385,train,crop_00035_CHOZN_1B6_002_XY089_DIC.tif
0.7371462,-2.6609232,train,crop_00033_CHOZN_1B7_001_XY040_DIC.tif
5.386268,-2.3741848,train,crop_00003_PHX26_1D2_001_XY052_DIC.tif
-0.7462628,-1.1920903,train,crop_00043_CHOZN_1B5_001_XY075_DIC.tif
0.2872461,-2.4006474,train,crop_00017_PHX26_1D2_001_XY025_DIC.tif
-1.5710126,2.7657557,train,crop_00012_CHOZN_1B6_001_XY023_DIC.tif
2.7222092,-0.6806177,train,crop_00020_PHX26_1D2_001_XY079_DIC.tif
2.1151772,-1.3920261,train,crop_00027_PHX26_1D2_001_XY078_DIC.tif
-3.0358448,-0.054171834,train,crop_00021_PHX26_1D3_001_XY081_DIC.tif
-2.5336905,0.30561903,train,crop_00003_CHOZN_1B6_002_XY077_DIC.tif
-2.8418343,0.6900492,train,crop_00015_CHOZN_1B5_001_XY020_DIC.tif
5.4355288,-2.1572216,train,crop_00018_PHX26_1D4_001_XY082_DIC.tif
-3.438813,-0.16393524,train,crop_00006_PHX26_1D1_001_XY068_DIC.tif
-3.8827333,1.4190186,train,crop_00018_CHOZN_1B6_001_XY099_DIC.tif
6.009468,-2.387092,train,crop_00018_PHX26_1D3_001_XY050_DIC.tif
0.61518204,-2.436293,train,crop_00009_CHOZN_1B5_001_XY049_DIC.tif
-0.90864307,2.2299442,train,crop_00030_CHOZN_1B5_001_XY054_DIC.tif
3.2214944,-0.90617394,train,crop_00034_PHX26_1D1_001_XY068_DIC.tif
0.79133904,-2.6682212,train,crop_00050_CHOZN_1B5_001_XY022_DIC.tif
-3.331308,0.18906711,train,crop_00062_CHOZN_1B6_002_XY054_DIC.tif
-1.0013555,2.5038443,train,crop_00039_PHX26_1D1_001_XY016_DIC.tif
2.259853,-2.0298548,train,crop_00000_CHOZN_1B5_001_XY047_DIC.tif
-2.634494,0.6416132,train,crop_00058_PHX26_1D4_001_XY068_DIC.tif
-1.9278377,3.3942695,train,crop_00047_PHX26_1D1_001_XY021_DIC.tif
-2.212091,0.3657869,train,crop_00063_CHOZN_1B6_002_XY083_DIC.tif
-2.1606998,1.2822114,train,crop_00052_PHX26_1D2_001_XY046_DIC.tif
6.1012473,-2.3864002,train,crop_00060_PHX26_1D2_001_XY043_DIC.tif
2.283151,-1.1603987,train,crop_00049_PHX26_1D4_001_XY077_DIC.tif
2.329322,2.69687,train,crop_00008_PHX26_1D4_001_XY064_DIC.tif
-0.12870698,2.4894576,train,crop_00010_PHX26_1D2_001_XY047_DIC.tif
2.7589307,-0.18312596,train,crop_00030_CHOZN_1B6_002_XY089_DIC.tif
1.9563255,1.0171349,train,crop_00037_PHX26_1D3_001_XY084_DIC.tif
-3.5989223,2.8713348,train,crop_00035_CHOZN_1B5_001_XY049_DIC.tif
3.767367,-2.1916947,train,crop_00017_PHX26_1D2_001_XY074_DIC.tif
2.5167015,2.0291977,train,crop_00011_PHX26_1D4_001_XY075_DIC.tif
-3.3754628,-2.4475908,train,crop_00056_CHOZN_1B7_001_XY081_DIC.tif
-2.335686,-1.5881199,train,crop_00001_CHOZN_1B7_001_XY024_DIC.tif
-1.592241,2.8902729,train,crop_00000_CHOZN_1B6_001_XY013_DIC.tif
-1.3568473,2.7012818,train,crop_00003_PHX26_1D3_001_XY040_DIC.tif
-2.0902488,3.57388,train,crop_00010_CHOZN_1B7_001_XY040_DIC.tif
2.6408894,1.2194406,train,crop_00010_CHOZN_1B6_002_XY007_DIC.tif
-0.6609435,1.6472132,train,crop_00014_CHOZN_1B7_001_XY044_DIC.tif
-2.8136141,-2.1657448,train,crop_00011_PHX26_1D3_001_XY083_DIC.tif
-2.9039757,0.15287937,train,crop_00039_CHOZN_1B6_001_XY058_DIC.tif
-0.5862745,-1.4948373,train,crop_00029_PHX26_1D3_001_XY083_DIC.tif
2.9269197,-2.1302328,train,crop_00007_PHX26_1D2_001_XY077_DIC.tif
-2.1084952,0.21399269,train,crop_00008_CHOZN_1B6_001_XY091_DIC.tif
-1.7451537,1.1645794,train,crop_00014_CHOZN_1B6_002_XY097_DIC.tif
0.8880508,1.9066532,train,crop_00032_CHOZN_1B7_001_XY079_DIC.tif
6.188696,-2.384475,train,crop_00041_PHX26_1D4_001_XY042_DIC.tif
6.3014,-2.317138,train,crop_00026_CHOZN_1B7_001_XY038_DIC.tif
-3.166056,-0.1297661,train,crop_00010_PHX26_1D2_001_XY005_DIC.tif
-2.3247867,0.2881869,train,crop_00013_CHOZN_1B5_001_XY036_DIC.tif
7.371606,-2.4537964,train,crop_00029_PHX26_1D1_001_XY005_DIC.tif
-0.29616222,-2.444479,train,crop_00037_CHOZN_1B7_001_XY098_DIC.tif
3.0237226,-2.1218927,train,crop_00057_PHX26_1D4_001_XY091_DIC.tif
-0.96998745,2.1794322,train,crop_00019_CHOZN_1B5_001_XY049_DIC.tif
3.3427236,-1.1370007,train,crop_00006_PHX26_1D2_001_XY064_DIC.tif
1.6975324,-1.1810316,train,crop_00016_CHOZN_1B6_002_XY086_DIC.tif
-2.4028816,1.8581309,train,crop_00001_CHOZN_1B6_001_XY082_DIC.tif
-3.946611,0.9713358,train,crop_00047_PHX26_1D3_001_XY087_DIC.tif
5.490144,-2.2525976,train,crop_00003_CHOZN_1B6_001_XY020_DIC.tif
5.768397,-0.23459092,train,crop_00034_PHX26_1D4_001_XY081_DIC.tif
2.618103,-0.13762611,train,crop_00030_PHX26_1D1_001_XY040_DIC.tif
5.428022,-0.480544,train,crop_00051_CHOZN_1B5_001_XY020_DIC.tif
1.866543,-5.940813,train,crop_00033_PHX26_1D4_001_XY071_DIC.tif
0.12546416,1.9840568,train,crop_00045_CHOZN_1B7_001_XY100_DIC.tif
2.4268973,-2.0128388,train,crop_00009_PHX26_1D4_001_XY064_DIC.tif
-2.1065524,-2.0906572,train,crop_00003_PHX26_1D4_001_XY065_DIC.tif
0.5553573,1.8169197,train,crop_00048_PHX26_1D3_001_XY045_DIC.tif
0.5807429,-2.2820191,train,crop_00013_CHOZN_1B6_002_XY076_DIC.tif
1.9088091,-6.071883,train,crop_00035_CHOZN_1B7_001_XY041_DIC.tif
-2.1134856,0.3200223,train,crop_00054_CHOZN_1B5_001_XY094_DIC.tif
-2.5976691,-0.9383241,train,crop_00006_CHOZN_1B6_002_XY015_DIC.tif
7.3977385,-2.4550028,train,crop_00022_PHX26_1D1_001_XY070_DIC.tif
-2.9245396,-2.0002837,train,crop_00009_CHOZN_1B7_001_XY028_DIC.tif
-3.288377,2.5602481,train,crop_00051_CHOZN_1B6_001_XY075_DIC.tif
0.62841076,-0.5215376,train,crop_00030_CHOZN_1B7_001_XY098_DIC.tif
-3.4468591,0.55699795,train,crop_00036_CHOZN_1B6_002_XY099_DIC.tif
1.8495996,-5.8119946,train,crop_00028_PHX26_1D3_001_XY097_DIC.tif
6.895348,-2.420634,train,crop_00013_PHX26_1D1_001_XY012_DIC.tif
-2.5152593,-2.0065527,train,crop_00013_PHX26_1D2_001_XY093_DIC.tif
-4.05044,1.2125248,train,crop_00063_CHOZN_1B6_001_XY015_DIC.tif
-1.4670528,3.183276,train,crop_00002_CHOZN_1B7_001_XY070_DIC.tif
-1.5038557,0.932337,train,crop_00028_CHOZN_1B6_001_XY083_DIC.tif
-0.91665155,-1.4936559,train,crop_00028_CHOZN_1B6_001_XY029_DIC.tif
-0.8365121,2.5265303,train,crop_00043_CHOZN_1B5_001_XY005_DIC.tif
-3.4651377,-0.04608514,train,crop_00020_CHOZN_1B5_001_XY017_DIC.tif
-0.32395872,1.4902643,train,crop_00043_PHX26_1D3_001_XY071_DIC.tif
2.2471464,-1.5547631,train,crop_00023_CHOZN_1B6_001_XY044_DIC.tif
7.0744686,-2.4217105,train,crop_00036_PHX26_1D2_001_XY012_DIC.tif
1.4683607,-3.7228506,train,crop_00040_CHOZN_1B7_001_XY066_DIC.tif
-2.510372,-0.009575874,train,crop_00027_CHOZN_1B6_002_XY076_DIC.tif
-2.4481974,2.152273,train,crop_00007_CHOZN_1B7_001_XY013_DIC.tif
-2.7788723,0.5568667,train,crop_00015_CHOZN_1B6_002_XY079_DIC.tif
