0,1,labels,names
-1.7966073,-0.033687226,train,crop_00025_CHOZN_1B6_002_XY079_DIC.tif
0.71242476,0.017046602,train,crop_00020_PHX26_1D1_001_XY068_DIC.tif
0.51758784,0.024034597,train,crop_00036_PHX26_1D4_001_XY085_DIC.tif
0.5459233,-0.018729791,train,crop_00024_CHOZN_1B7_001_XY024_DIC.tif
0.7350584,-0.0752828,train,crop_00054_CHOZN_1B6_001_XY018_DIC.tif
-0.46431935,-0.08637452,train,crop_00057_PHX26_1D4_001_XY046_DIC.tif
0.7202319,-0.038563605,train,crop_00001_CHOZN_1B5_001_XY010_DIC.tif
-1.6331265,-0.05809056,train,crop_00019_PHX26_1D2_001_XY068_DIC.tif
0.33290863,-0.008406516,train,crop_00043_CHOZN_1B5_001_XY099_DIC.tif
0.80492747,-0.020457536,train,crop_00037_CHOZN_1B7_001_XY068_DIC.tif
-0.20946878,-0.050432403,train,crop_00013_CHOZN_1B6_001_XY100_DIC.tif
-0.58458716,-0.049380805,train,crop_00061_PHX26_1D2_001_XY066_DIC.tif
0.637611,-0.035703085,train,crop_00017_CHOZN_1B5_001_XY067_DIC.tif
-0.8671256,0.39511538,train,crop_00036_PHX26_1D4_001_XY011_DIC.tif
-0.24175076,0.09864733,train,crop_00017_PHX26_1D1_001_XY004_DIC.tif
-0.6216299,0.16833231,train,crop_00016_CHOZN_1B5_001_XY054_DIC.tif
0.055450983,-0.23639569,train,crop_00044_CHOZN_1B7_001_XY027_DIC.tif
-0.73474914,-0.22571748,train,crop_00039_PHX26_1D4_001_XY077_DIC.tif
0.31976107,-0.042187583,train,crop_00026_PHX26_1D3_001_XY066_DIC.tif
0.37426543,0.32614297,train,crop_00035_CHOZN_1B6_002_XY089_DIC.tif
-0.22880411,-0.058998756,train,crop_00033_CHOZN_1B7_001_XY040_DIC.tif
-1.3326595,-0.14234741,train,crop_00003_PHX26_1D2_001_XY052_DIC.tif
0.47762835,0.09398417,train,crop_00043_CHOZN_1B5_001_XY075_DIC.tif
0.09887747,-0.0012755983,train,crop_00017_PHX26_1D2_001_XY025_DIC.tif
0.5179506,-0.044189844,train,crop_00012_CHOZN_1B6_001_XY023_DIC.tif
-0.37519854,-0.17846082,train,crop_00020_PHX26_1D2_001_XY079_DIC.tif
-0.54530936,-0.1924238,train,crop_00027_PHX26_1D2_001_XY078_DIC.tif
0.69179034,-0.04086299,train,crop_00021_PHX26_1D3_001_XY081_DIC.tif
0.6626107,0.053384352,train,crop_00003_CHOZN_1B6_002_XY077_DIC.tif
0.22064438,-0.07664775,train,crop_00015_CHOZN_1B5_001_XY020_DIC.tif
-1.7388442,0.012847292,train,crop_00018_PHX26_1D4_001_XY082_DIC.tif
0.50639176,-0.08184547,train,crop_00006_PHX26_1D1_001_XY068_DIC.tif
0.5651642,-0.06447038,train,crop_00018_CHOZN_1B6_001_XY099_DIC.tif
-1.3448676,-0.022582065,train,crop_00018_PHX26_1D3_001_XY050_DIC.tif
-0.23179322,-0.06384183,train,crop_00009_CHOZN_1B5_001_XY049_DIC.tif
0.27139127,0.045057837,train,crop_00030_CHOZN_1B5_001_XY054_DIC.tif
-0.5093992,-0.2112941,train,crop_00034_PHX26_1D1_001_XY068_DIC.tif
0.22189571,-0.03416451,train,crop_00050_CHOZN_1B5_001_XY022_DIC.tif
0.45652953,-0.0427434,train,crop_00062_CHOZN_1B6_002_XY054_DIC.tif
0.4016196,0.17217124,train,crop_00039_PHX26_1D1_001_XY016_DIC.tif
-0.8337941,-0.2361119,train,crop_00000_CHOZN_1B5_001_XY047_DIC.tif
0.43135828,-0.05113865,train,crop_00058_PHX26_1D4_001_XY068_DIC.tif
0.42563975,0.016833639,train,crop_00047_PHX26_1D1_001_XY021_DIC.tif
0.5039039,-0.11340743,train,crop_00063_CHOZN_1B6_002_XY083_DIC.tif
0.8486012,0.017567405,train,crop_00052_PHX26_1D2_001_XY046_DIC.tif
